Name,Type,Level,Race,Attribute,ATK,DEF,Total
Gemini Soldier,Gemini Monster,2.0,Warrior,WIND,500.0,300.0,
Chevalier de Fleur,Synchro Monster,8.0,Warrior,WIND,2700.0,2300.0,
Combo Master,Effect Monster,5.0,Warrior,WIND,2200.0,1500.0,
Elemental HERO Stratos,Effect Monster,4.0,Warrior,WIND,1800.0,300.0,
Invoked Raidjin,Fusion Monster,5.0,Warrior,WIND,2200.0,2400.0,
Stinging Swordsman,Effect Monster,1.0,Warrior,WIND,300.0,600.0,
Turbo Warrior,Synchro Monster,6.0,Warrior,WIND,2500.0,1500.0,
Air Armor Ninja,Effect Monster,4.0,Warrior,WIND,1400.0,1400.0,
Elemental HERO Storm Neos,Fusion Monster,9.0,Warrior,WIND,3000.0,2500.0,
Elemental HERO Flame Wingman,Fusion Monster,6.0,Warrior,WIND,2100.0,1200.0,
Legendary Six Samurai - Kageki,Effect Monster,3.0,Warrior,WIND,200.0,2000.0,
Chaosrider Gustaph,Effect Monster,4.0,Warrior,WIND,1400.0,1500.0,
Rush Warrior,Effect Monster,2.0,Warrior,WIND,300.0,1200.0,
Nekroz of Brionac,Ritual Effect Monster,6.0,Warrior,WATER,2300.0,1400.0,
Elemental HERO Mariner,Fusion Monster,5.0,Warrior,WATER,1400.0,1000.0,
Salvage Warrior,Effect Monster,5.0,Warrior,WATER,1900.0,1600.0,
"Shurit, Strategist of the Nekroz",Effect Monster,3.0,Warrior,WATER,300.0,1800.0,
Masked HERO Acid,Fusion Monster,8.0,Warrior,WATER,2600.0,2100.0,
Royal Knight of the Ice Barrier,Effect Monster,5.0,Warrior,WATER,2000.0,2000.0,
General Gantala of the Ice Barrier,Effect Monster,7.0,Warrior,WATER,2700.0,2000.0,
Elemental HERO Ice Edge,Effect Monster,3.0,Warrior,WATER,800.0,900.0,
Legendary Six Samurai - Shinai,Effect Monster,3.0,Warrior,WATER,1500.0,1500.0,
Shore Knight,Effect Monster,4.0,Warrior,WATER,1400.0,1200.0,
Elemental HERO Neo Bubbleman,Effect Monster,4.0,Warrior,WATER,800.0,1200.0,
Elemental HERO Absolute Zero,Fusion Monster,8.0,Warrior,WATER,2500.0,2000.0,
The Legendary Fisherman III,Effect Monster,7.0,Warrior,WATER,2500.0,2000.0,
The Legendary Fisherman II,Effect Monster,5.0,Warrior,WATER,2200.0,1800.0,
Neo-Spacian Aqua Dolphin,Effect Monster,3.0,Warrior,WATER,600.0,800.0,
Pilgrim of the Ice Barrier,Effect Monster,4.0,Warrior,WATER,1500.0,1000.0,
Majiosheldon,Effect Monster,3.0,Warrior,WATER,800.0,2000.0,
Deepsea Warrior,Effect Monster,5.0,Warrior,WATER,1600.0,1800.0,
General Grunard of the Ice Barrier,Effect Monster,8.0,Warrior,WATER,2800.0,1000.0,
The Little Swordsman of Aile,Effect Monster,3.0,Warrior,WATER,800.0,1300.0,
The Legendary Fisherman,Effect Monster,5.0,Warrior,WATER,1850.0,1600.0,
Elemental HERO Marine Neos,Fusion Monster,8.0,Warrior,WATER,2800.0,2300.0,
Elemental HERO Aqua Neos,Fusion Monster,7.0,Warrior,WATER,2500.0,2000.0,
The Six Samurai - Yaichi,Effect Monster,3.0,Warrior,WATER,1300.0,800.0,
Nekroz of Trishula,Ritual Effect Monster,9.0,Warrior,WATER,2700.0,2000.0,
Masked HERO Vapor,Fusion Monster,6.0,Warrior,WATER,2400.0,2000.0,
Skull Mariner,Normal Monster,4.0,Warrior,WATER,1600.0,900.0,
Hyo,Normal Monster,3.0,Warrior,WATER,800.0,1200.0,
Elemental HERO Ocean,Effect Monster,4.0,Warrior,WATER,1500.0,1200.0,
Samurai of the Ice Barrier,Effect Monster,4.0,Warrior,WATER,1800.0,1500.0,
The Creator Incarnate,Effect Monster,4.0,Warrior,LIGHT,1600.0,1500.0,
Teva,Effect Monster,5.0,Warrior,LIGHT,2000.0,1500.0,
Upstart Golden Ninja,Effect Monster,4.0,Warrior,LIGHT,500.0,1800.0,
D.D. Warrior Lady,Effect Monster,4.0,Warrior,LIGHT,1500.0,1600.0,
Noble Knight Joan,Effect Monster,4.0,Warrior,LIGHT,1900.0,1300.0,
Tellarknight Ptolemaeus,XYZ Monster,4.0,Warrior,LIGHT,550.0,2600.0,
Heroic Champion - Excalibur,XYZ Monster,4.0,Warrior,LIGHT,2000.0,2000.0,
Noble Knight Gawayn,Effect Monster,4.0,Warrior,LIGHT,1900.0,500.0,
Neo Space Pathfinder,Effect Monster,4.0,Warrior,LIGHT,1800.0,800.0,
Divine Knight Ishzark,Effect Monster,6.0,Warrior,LIGHT,2300.0,1800.0,
Knight Day Grepher,Gemini Monster,4.0,Warrior,LIGHT,1700.0,1600.0,
Noble Knight Bedwyr,Effect Monster,4.0,Warrior,LIGHT,1600.0,1500.0,
Cú Chulainn the Awakened,Ritual Effect Monster,4.0,Warrior,LIGHT,500.0,1000.0,
Beginning Knight,Effect Monster,4.0,Warrior,LIGHT,500.0,2000.0,
Sasuke Samurai 3,Effect Monster,3.0,Warrior,LIGHT,1000.0,1000.0,
Elemental HERO Divine Neos,Fusion Monster,12.0,Warrior,LIGHT,2500.0,2500.0,
Elemental HERO The Shining,Fusion Monster,8.0,Warrior,LIGHT,2600.0,2100.0,
Rocket Warrior,Effect Monster,4.0,Warrior,LIGHT,1500.0,1300.0,
Lightning Warrior,Synchro Monster,7.0,Warrior,LIGHT,2400.0,1200.0,
Mira the Star-Bearer,XYZ Monster,1.0,Warrior,LIGHT,1100.0,1000.0,
White Ninja,Flip Effect Monster,4.0,Warrior,LIGHT,1500.0,800.0,
"Raiden, Hand of the Lightsworn",Tuner Monster,4.0,Warrior,LIGHT,1700.0,1000.0,
Constellar Pleiades,XYZ Monster,5.0,Warrior,LIGHT,2500.0,1500.0,
Ganbara Knight,Effect Monster,4.0,Warrior,LIGHT,0.0,1800.0,
Starliege Paladynamo,XYZ Monster,4.0,Warrior,LIGHT,2000.0,1000.0,
"Garoth, Lightsworn Warrior",Effect Monster,4.0,Warrior,LIGHT,1850.0,1300.0,
Charging Gaia the Fierce Knight,Effect Monster,7.0,Warrior,LIGHT,2300.0,2100.0,
Satellarknight Alsahm,Effect Monster,4.0,Warrior,LIGHT,1400.0,1800.0,
Stellarknight Delteros,XYZ Monster,4.0,Warrior,LIGHT,2500.0,2100.0,
Legendary Six Samurai - Enishi,Effect Monster,4.0,Warrior,LIGHT,1700.0,700.0,
Noble Knight Brothers,Effect Monster,4.0,Warrior,LIGHT,1200.0,2400.0,
Flash Knight,Pendulum Normal Monster,4.0,Warrior,LIGHT,1800.0,600.0,
Photon Crusher,Effect Monster,4.0,Warrior,LIGHT,2000.0,0.0,
Noble Knight Peredur,Effect Monster,4.0,Warrior,LIGHT,1900.0,300.0,
Guardian of Felgrand,Effect Monster,4.0,Warrior,LIGHT,500.0,500.0,
Noble Knight Medraut,Effect Monster,4.0,Warrior,LIGHT,1700.0,1000.0,
Satellarknight Rigel,Effect Monster,4.0,Warrior,LIGHT,1900.0,700.0,
Kuraz the Light Monarch,Effect Monster,6.0,Warrior,LIGHT,2400.0,1000.0,
Silent Swordsman LV7,Effect Monster,7.0,Warrior,LIGHT,2800.0,1000.0,
Constellar Alrescha,Effect Monster,6.0,Warrior,LIGHT,2200.0,1200.0,
Queen's Knight,Normal Monster,4.0,Warrior,LIGHT,1500.0,1600.0,
Elemental HERO Shining Flare Wingman,Fusion Monster,8.0,Warrior,LIGHT,2500.0,2100.0,
Numeral Hunter,Effect Monster,4.0,Warrior,LIGHT,1600.0,1400.0,
Silent Swordsman LV5,Effect Monster,5.0,Warrior,LIGHT,2300.0,1000.0,
Swordsman of Revealing Light,Effect Monster,8.0,Warrior,LIGHT,0.0,2400.0,
Photon Chargeman,Effect Monster,4.0,Warrior,LIGHT,1000.0,1000.0,
Elemental HERO Neos Knight,Fusion Monster,7.0,Warrior,LIGHT,2500.0,1000.0,
Satellarknight Sirius,Effect Monster,4.0,Warrior,LIGHT,1600.0,900.0,
Black Luster Soldier - Envoy of the Beginning,Effect Monster,8.0,Warrior,LIGHT,3000.0,2500.0,
ZS - Vanish Sage,Effect Monster,1.0,Warrior,LIGHT,500.0,100.0,
Performapal Life Swordsman,Effect Monster,1.0,Warrior,LIGHT,0.0,0.0,
Paladin of Felgrand,Effect Monster,4.0,Warrior,LIGHT,1700.0,300.0,
Blade Knight,Effect Monster,4.0,Warrior,LIGHT,1600.0,1000.0,
Elemental HERO Thunder Giant,Fusion Monster,6.0,Warrior,LIGHT,2400.0,1500.0,
Mirage Knight,Effect Monster,8.0,Warrior,LIGHT,2800.0,2000.0,
Elemental HERO Neos Alius,Gemini Monster,4.0,Warrior,LIGHT,1900.0,1300.0,
Kaibaman,Effect Monster,3.0,Warrior,LIGHT,200.0,700.0,
Ganbara Lancer,Effect Monster,5.0,Warrior,LIGHT,1000.0,2000.0,
Triple Star Trion,Effect Monster,1.0,Warrior,LIGHT,100.0,100.0,
Giltia the D. Knight,Fusion Monster,5.0,Warrior,LIGHT,1850.0,1500.0,
Lightray Grepher,Effect Monster,4.0,Warrior,LIGHT,1700.0,1600.0,
Gearfried the Swordmaster,Effect Monster,7.0,Warrior,LIGHT,2600.0,2200.0,
Energy Bravery,Effect Monster,4.0,Warrior,LIGHT,1700.0,1200.0,
Elemental HERO Flash,Effect Monster,4.0,Warrior,LIGHT,1100.0,1600.0,
Silent Swordsman LV3,Effect Monster,3.0,Warrior,LIGHT,1000.0,1000.0,
"Artorigus, King of the Noble Knights",XYZ Monster,4.0,Warrior,LIGHT,2000.0,2000.0,
Guardian of Order,Effect Monster,8.0,Warrior,LIGHT,2500.0,1200.0,
CXyz Barian Hope,XYZ Monster,7.0,Warrior,LIGHT,0.0,0.0,
Chaos-End Master,Tuner Monster,3.0,Warrior,LIGHT,1500.0,1000.0,
Moon Envoy,Normal Monster,4.0,Warrior,LIGHT,1100.0,1000.0,
Noble Knight Borz,Effect Monster,4.0,Warrior,LIGHT,1700.0,900.0,
Sacred Noble Knight of King Artorigus,XYZ Monster,5.0,Warrior,LIGHT,2200.0,2200.0,
Tyr of the Nordic Champions,Effect Monster,4.0,Warrior,LIGHT,2000.0,2000.0,
Stellarknight Triverr,XYZ Monster,4.0,Warrior,LIGHT,2100.0,2500.0,
Rocket Hermos Cannon,Fusion Monster,4.0,Warrior,LIGHT,1500.0,1300.0,
Cameraclops,Effect Monster,4.0,Warrior,LIGHT,1400.0,1600.0,
Arcana Knight Joker,Fusion Monster,9.0,Warrior,LIGHT,3800.0,2500.0,
Arcana Knight Joker,Fusion Monster,9.0,Warrior,LIGHT,3800.0,2500.0,
Galaxy Knight,Effect Monster,8.0,Warrior,LIGHT,2800.0,2600.0,
Card Breaker,Effect Monster,2.0,Warrior,LIGHT,100.0,900.0,
"Gaia, the Mid-Knight Sun",Effect Monster,4.0,Warrior,LIGHT,1600.0,1200.0,
Starliege Lord Galaxion,XYZ Monster,4.0,Warrior,LIGHT,2000.0,2100.0,
Gilford the Lightning,Effect Monster,8.0,Warrior,LIGHT,2800.0,1400.0,
Dawn Knight,Effect Monster,4.0,Warrior,LIGHT,1400.0,1200.0,
Gilford the Lightning,Effect Monster,8.0,Warrior,LIGHT,2800.0,1400.0,
Overlay Sentinel,Effect Monster,4.0,Warrior,LIGHT,2000.0,0.0,
Silent Swordsman,Effect Monster,4.0,Warrior,LIGHT,1000.0,1000.0,
Ninja Grandmaster Sasuke,Effect Monster,4.0,Warrior,LIGHT,1800.0,1000.0,
Satellarknight Altair,Effect Monster,4.0,Warrior,LIGHT,1700.0,1300.0,
"Ehren, Lightsworn Monk",Effect Monster,4.0,Warrior,LIGHT,1600.0,1000.0,
"Dragodies, the Empowered Warrior",Pendulum Effect Monster,4.0,Warrior,LIGHT,1500.0,1500.0,
Cyber Prima,Effect Monster,6.0,Warrior,LIGHT,2300.0,1600.0,
Noble Knight Drystan,Effect Monster,4.0,Warrior,LIGHT,1800.0,800.0,
Road Warrior,Synchro Monster,8.0,Warrior,LIGHT,3000.0,1500.0,
Timaeus the Knight of Destiny,Fusion Monster,10.0,Warrior,LIGHT,0.0,0.0,
Photon Thrasher,Effect Monster,4.0,Warrior,LIGHT,2100.0,0.0,
Lightray Gearfried,Effect Monster,8.0,Warrior,LIGHT,2800.0,2200.0,
Golden Homunculus,Effect Monster,6.0,Warrior,LIGHT,1500.0,1500.0,
Daybreaker,Effect Monster,4.0,Warrior,LIGHT,1700.0,0.0,
Noble Knight Gwalchavad,Effect Monster,4.0,Warrior,LIGHT,1500.0,1800.0,
Elemental HERO Electrum,Fusion Monster,10.0,Warrior,LIGHT,2900.0,2600.0,
Trident Warrior,Effect Monster,4.0,Warrior,LIGHT,1800.0,1200.0,
Junk Collector,Effect Monster,5.0,Warrior,LIGHT,1000.0,2200.0,
Satellarknight Deneb,Effect Monster,4.0,Warrior,LIGHT,1500.0,1000.0,
Photon Papilloperative,XYZ Monster,4.0,Warrior,LIGHT,2100.0,1800.0,
Photon Alexandra Queen,XYZ Monster,4.0,Warrior,LIGHT,2400.0,1200.0,
Elemental HERO Sparkman,Normal Monster,4.0,Warrior,LIGHT,1600.0,1400.0,
Elemental HERO Sparkman,Normal Monster,4.0,Warrior,LIGHT,1600.0,1400.0,
One-Eyed Skill Gainer,XYZ Monster,4.0,Warrior,LIGHT,2500.0,2600.0,
Divine Dragon Knight Felgrand,XYZ Monster,8.0,Warrior,LIGHT,2800.0,1800.0,
Skull Guardian,Ritual Monster,7.0,Warrior,LIGHT,2050.0,2500.0,
Dawnbreak Gardna,Gemini Monster,3.0,Warrior,LIGHT,1500.0,500.0,
Legendary Knight Critias,Effect Monster,8.0,Warrior,LIGHT,2800.0,1800.0,
Satellarknight Unukalhai,Effect Monster,4.0,Warrior,LIGHT,1800.0,1000.0,
"Enishi, Shien's Chancellor",Effect Monster,6.0,Warrior,LIGHT,2200.0,1200.0,
Overlay Booster,Effect Monster,5.0,Warrior,LIGHT,2000.0,0.0,
King's Knight,Effect Monster,4.0,Warrior,LIGHT,1600.0,1400.0,
Freed the Brave Wanderer,Effect Monster,4.0,Warrior,LIGHT,1700.0,1200.0,
Masked HERO Koga,Fusion Monster,8.0,Warrior,LIGHT,2500.0,1800.0,
Satellarknight Vega,Effect Monster,4.0,Warrior,LIGHT,1200.0,1600.0,
Photon Slasher,Effect Monster,5.0,Warrior,LIGHT,2100.0,1000.0,
Photon Caesar,Effect Monster,8.0,Warrior,LIGHT,2000.0,2800.0,
Satellarknight Betelgeuse,Effect Monster,4.0,Warrior,LIGHT,700.0,1900.0,
Luminous Soldier,Effect Monster,5.0,Warrior,LIGHT,2100.0,1400.0,
Disciple of the Forbidden Spell,Effect Monster,4.0,Warrior,LIGHT,1700.0,800.0,
Cipher Mirror Knight,Effect Monster,4.0,Warrior,LIGHT,0.0,0.0,
Master of the Flaming Dragonswords,Effect Monster,4.0,Warrior,FIRE,1800.0,1200.0,
Masked HERO Goka,Fusion Monster,6.0,Warrior,FIRE,2200.0,1800.0,
Igknight Paladin,Pendulum Normal Monster,4.0,Warrior,FIRE,1400.0,1900.0,
Super Quantum Red Layer,Effect Monster,5.0,Warrior,FIRE,2000.0,800.0,
Igknight Crusader,Pendulum Normal Monster,3.0,Warrior,FIRE,1600.0,300.0,
Crimson Blader,Synchro Monster,8.0,Warrior,FIRE,2800.0,2600.0,
Brushfire Knight,Effect Monster,4.0,Warrior,FIRE,1400.0,1200.0,
"Rose, Warrior of Revenge",Tuner Monster,4.0,Warrior,FIRE,1600.0,600.0,
Laval Warrior,Effect Monster,4.0,Warrior,FIRE,1800.0,500.0,
Crimson Sentry,Effect Monster,4.0,Warrior,FIRE,1500.0,1200.0,
Igknight Margrave,Pendulum Normal Monster,5.0,Warrior,FIRE,1500.0,2500.0,
Command Knight,Effect Monster,4.0,Warrior,FIRE,1200.0,1900.0,
Battlin' Boxer Rib Gardna,Effect Monster,3.0,Warrior,FIRE,100.0,1400.0,
Great Shogun Shien,Effect Monster,7.0,Warrior,FIRE,2500.0,2400.0,
Igknight Squire,Pendulum Normal Monster,3.0,Warrior,FIRE,0.0,2000.0,
Battlin' Boxer Counterpunch,Effect Monster,3.0,Warrior,FIRE,0.0,1100.0,
Nubian Guard,Effect Monster,2.0,Warrior,FIRE,500.0,500.0,
Igknight Lancer,Effect Monster,7.0,Warrior,FIRE,2600.0,1800.0,
Igknight Champion,Effect Monster,8.0,Warrior,FIRE,2800.0,2300.0,
Battlin' Boxer Shadow,Effect Monster,4.0,Warrior,FIRE,1800.0,1400.0,
Battlin' Boxer Lead Yoke,XYZ Monster,4.0,Warrior,FIRE,2200.0,2000.0,
Fire Trooper,Effect Monster,3.0,Warrior,FIRE,1000.0,1000.0,
Phoenix Gearfried,Gemini Monster,8.0,Warrior,FIRE,2800.0,2200.0,
Battlin' Boxer Switchitter,Effect Monster,4.0,Warrior,FIRE,1500.0,1400.0,
Achacha Chanbara,Effect Monster,3.0,Warrior,FIRE,1400.0,400.0,
Elemental HERO Nova Master,Fusion Monster,8.0,Warrior,FIRE,2600.0,2100.0,
Igknight Cavalier,Pendulum Normal Monster,5.0,Warrior,FIRE,2400.0,1200.0,
Battlin' Boxer Veil,Effect Monster,4.0,Warrior,FIRE,0.0,1800.0,
Jet Warrior,Synchro Monster,5.0,Warrior,FIRE,2100.0,1200.0,
Elemental HERO Blazeman,Effect Monster,4.0,Warrior,FIRE,1200.0,1800.0,
Elemental HERO Phoenix Enforcer,Fusion Monster,6.0,Warrior,FIRE,2100.0,1200.0,
Battlin' Boxer Rabbit Puncher,Effect Monster,3.0,Warrior,FIRE,800.0,1000.0,
Laval Judgment Lord,Effect Monster,7.0,Warrior,FIRE,2700.0,1800.0,
Lavalval Ignis,XYZ Monster,3.0,Warrior,FIRE,1800.0,1400.0,
"Arnis, the Empowered Warrior",Effect Monster,4.0,Warrior,FIRE,1700.0,1200.0,
Blue Flame Swordsman,Effect Monster,4.0,Warrior,FIRE,1800.0,1600.0,
Laval Blaster,Effect Monster,4.0,Warrior,FIRE,1200.0,800.0,
Battlin' Boxer Cheat Commissioner,XYZ Monster,3.0,Warrior,FIRE,0.0,1300.0,
Spy-C-Spy,Effect Monster,3.0,Warrior,FIRE,1200.0,1300.0,
Ultimate Baseball Kid,Effect Monster,3.0,Warrior,FIRE,500.0,1000.0,
Flame Swordsman,Fusion Monster,5.0,Warrior,FIRE,1800.0,1600.0,
Battlin' Boxer Glassjaw,Effect Monster,4.0,Warrior,FIRE,2000.0,0.0,
Knight of the Red Lotus,Effect Monster,6.0,Warrior,FIRE,2100.0,1800.0,
Elemental HERO Burstinatrix,Normal Monster,3.0,Warrior,FIRE,1200.0,800.0,
Igknight Templar,Pendulum Normal Monster,4.0,Warrior,FIRE,1700.0,1300.0,
Laval Dual Slasher,Synchro Monster,5.0,Warrior,FIRE,2400.0,200.0,
Battlin' Boxer Sparrer,Effect Monster,4.0,Warrior,FIRE,1200.0,1400.0,
Flame Armor Ninja,Effect Monster,4.0,Warrior,FIRE,1700.0,1000.0,
Nitro Warrior,Synchro Monster,7.0,Warrior,FIRE,2800.0,1800.0,
Laval Lancelord,Effect Monster,6.0,Warrior,FIRE,2100.0,200.0,
Elemental HERO Burstinatrix,Normal Monster,3.0,Warrior,FIRE,1200.0,800.0,
Coach King Giantrainer,XYZ Monster,8.0,Warrior,FIRE,2800.0,2000.0,
Laval the Greater,Synchro Monster,6.0,Warrior,FIRE,2400.0,800.0,
Laval Cannon,Effect Monster,4.0,Warrior,FIRE,1600.0,900.0,
Legendary Six Samurai - Mizuho,Effect Monster,3.0,Warrior,FIRE,1600.0,1000.0,
Flame Swordsman,Fusion Monster,5.0,Warrior,FIRE,1800.0,1600.0,
Swamp Battleguard,Effect Monster,5.0,Warrior,EARTH,1800.0,1500.0,
Iron Chain Repairman,Effect Monster,4.0,Warrior,EARTH,1600.0,1200.0,
Hammer Bounzer,Effect Monster,6.0,Warrior,EARTH,2300.0,2000.0,
Scarred Warrior,Synchro Monster,5.0,Warrior,EARTH,2100.0,1000.0,
Scrap Soldier,Tuner Monster,5.0,Warrior,EARTH,2100.0,700.0,
Elder of the Six Samurai,Effect Monster,3.0,Warrior,EARTH,400.0,0.0,
Elemental HERO Grand Neos,Fusion Monster,7.0,Warrior,EARTH,2500.0,2000.0,
Celtic Guard of Noble Arms,Effect Monster,4.0,Warrior,EARTH,2100.0,700.0,
XX-Saber Hyunlei,Synchro Monster,6.0,Warrior,EARTH,2300.0,1300.0,
Dream Clown,Effect Monster,3.0,Warrior,EARTH,1200.0,900.0,
Black Luster Soldier,Ritual Monster,8.0,Warrior,EARTH,3000.0,2500.0,
Warrior Lady of the Wasteland,Effect Monster,4.0,Warrior,EARTH,1100.0,1200.0,
Heroic Challenger - Thousand Blades,Effect Monster,4.0,Warrior,EARTH,1300.0,1100.0,
The Unfriendly Amazon,Effect Monster,4.0,Warrior,EARTH,2000.0,1000.0,
D.D. Destroyer,Effect Monster,4.0,Warrior,EARTH,1000.0,1000.0,
Trap Master,Flip Effect Monster,3.0,Warrior,EARTH,500.0,1100.0,
Queen's Double,Effect Monster,1.0,Warrior,EARTH,350.0,300.0,
D.D. Assailant,Effect Monster,4.0,Warrior,EARTH,1700.0,1600.0,
Tyler the Great Warrior,Effect Monster,8.0,Warrior,EARTH,3000.0,1500.0,
Elemental HERO Wildedge,Fusion Monster,8.0,Warrior,EARTH,2600.0,2300.0,
Supply,Flip Effect Monster,4.0,Warrior,EARTH,1300.0,800.0,
Mystic Swordsman LV2,Effect Monster,2.0,Warrior,EARTH,900.0,0.0,
Dragon Manipulator,Flip Effect Monster,3.0,Warrior,EARTH,700.0,800.0,
Gaia The Fierce Knight,Normal Monster,7.0,Warrior,EARTH,2300.0,2100.0,
Battleguard King,Effect Monster,8.0,Warrior,EARTH,3000.0,1100.0,
Gagaga Clerk,Effect Monster,2.0,Warrior,EARTH,400.0,800.0,
Masaki the Legendary Swordsman,Normal Monster,4.0,Warrior,EARTH,1100.0,1100.0,
Junk Defender,Effect Monster,3.0,Warrior,EARTH,500.0,1800.0,
Gravity Warrior,Synchro Monster,6.0,Warrior,EARTH,2100.0,1000.0,
Black Luster Soldier - Super Soldier,Ritual Effect Monster,8.0,Warrior,EARTH,3000.0,2500.0,
Gilford the Legend,Effect Monster,8.0,Warrior,EARTH,2600.0,2000.0,
Kagemusha of the Blue Flame,Normal Monster,2.0,Warrior,EARTH,800.0,400.0,
Mighty Warrior,Synchro Monster,6.0,Warrior,EARTH,2200.0,2000.0,
G.B. Hunter,Effect Monster,4.0,Warrior,EARTH,1200.0,2000.0,
Cyber Tutu,Effect Monster,3.0,Warrior,EARTH,1000.0,800.0,
Arcane Archer of the Forest,Effect Monster,3.0,Warrior,EARTH,900.0,1400.0,
Big Shield Gardna,Effect Monster,4.0,Warrior,EARTH,100.0,2600.0,
Chamberlain of the Six Samurai,Normal Monster,3.0,Warrior,EARTH,200.0,2000.0,
Wind-Up Soldier,Effect Monster,4.0,Warrior,EARTH,1800.0,1200.0,
Shadow of the Six Samurai - Shien,XYZ Monster,4.0,Warrior,EARTH,2500.0,400.0,
Stuffed Animal,Normal Monster,3.0,Warrior,EARTH,1200.0,900.0,
Eyearmor,Normal Monster,2.0,Warrior,EARTH,600.0,500.0,
Freed the Matchless General,Effect Monster,5.0,Warrior,EARTH,2300.0,1700.0,
Hibikime,Normal Monster,4.0,Warrior,EARTH,1450.0,1000.0,
Blindly Loyal Goblin,Effect Monster,4.0,Warrior,EARTH,1800.0,1500.0,
Amazoness Fighter,Effect Monster,4.0,Warrior,EARTH,1500.0,1300.0,
Sword Hunter,Effect Monster,7.0,Warrior,EARTH,2450.0,1700.0,
Shien's Squire,Tuner Monster,1.0,Warrior,EARTH,300.0,700.0,
Madolche Messengelato,Effect Monster,4.0,Warrior,EARTH,1600.0,1000.0,
Sonic Maid,Normal Monster,3.0,Warrior,EARTH,1200.0,900.0,
Battle Warrior,Normal Monster,3.0,Warrior,EARTH,700.0,1000.0,
Catapult Warrior,Synchro Monster,5.0,Warrior,EARTH,1000.0,1500.0,
Obnoxious Celtic Guard,Effect Monster,4.0,Warrior,EARTH,1400.0,1200.0,
Heroic Challenger - Extra Sword,Effect Monster,4.0,Warrior,EARTH,1000.0,1000.0,
Heroic Challenger - Spartan,Effect Monster,4.0,Warrior,EARTH,1600.0,1000.0,
X-Saber Souza,Synchro Monster,7.0,Warrior,EARTH,2500.0,1600.0,
Shadow Tamer,Flip Effect Monster,3.0,Warrior,EARTH,800.0,700.0,
Elemental HERO Mudballman,Fusion Monster,6.0,Warrior,EARTH,1900.0,3000.0,
The Hunter with 7 Weapons,Effect Monster,3.0,Warrior,EARTH,1000.0,600.0,
U.A. Blockbacker,Effect Monster,7.0,Warrior,EARTH,1600.0,2700.0,
Dust Knight,Flip Effect Monster,4.0,Warrior,EARTH,1400.0,1200.0,
Goblin Pothole Squad,Effect Monster,4.0,Warrior,EARTH,1500.0,400.0,
Kagemusha of the Six Samurai,Tuner Monster,2.0,Warrior,EARTH,400.0,1800.0,
D.D. Warrior,Effect Monster,4.0,Warrior,EARTH,1200.0,1000.0,
Amazoness Scouts,Effect Monster,2.0,Warrior,EARTH,500.0,1100.0,
CXyz Comics Hero Legend Arthur,XYZ Monster,5.0,Warrior,EARTH,3000.0,2400.0,
Junk Gardna,Synchro Monster,6.0,Warrior,EARTH,1400.0,2600.0,
Queen's Bodyguard,Effect Monster,4.0,Warrior,EARTH,1700.0,1200.0,
Gauntlet Launcher,XYZ Monster,6.0,Warrior,EARTH,2400.0,2800.0,
Sword Breaker,XYZ Monster,6.0,Warrior,EARTH,2700.0,1000.0,
Legendary Six Samurai - Kizan,Effect Monster,4.0,Warrior,EARTH,1800.0,500.0,
Crimson Ninja,Flip Effect Monster,1.0,Warrior,EARTH,300.0,300.0,
Ryu Senshi,Fusion Monster,6.0,Warrior,EARTH,2000.0,1200.0,
Absolute Crusader,Effect Monster,4.0,Warrior,EARTH,1800.0,1200.0,
U.A. Dreadnought Dunker,Effect Monster,7.0,Warrior,EARTH,2500.0,1800.0,
X-Saber Galahad,Effect Monster,4.0,Warrior,EARTH,1800.0,800.0,
Zushin the Sleeping Giant,Effect Monster,10.0,Warrior,EARTH,0.0,0.0,
Heroic Challenger - Swordshield,Effect Monster,4.0,Warrior,EARTH,0.0,2000.0,
Junk Blader,Effect Monster,4.0,Warrior,EARTH,1800.0,1000.0,
Rose Archer,Effect Monster,3.0,Warrior,EARTH,1000.0,100.0,
XX-Saber Faultroll,Effect Monster,6.0,Warrior,EARTH,2400.0,1800.0,
U.A. Midfielder,Effect Monster,4.0,Warrior,EARTH,1200.0,1000.0,
Feedback Warrior,Effect Monster,3.0,Warrior,EARTH,800.0,700.0,
Power Breaker,Effect Monster,4.0,Warrior,EARTH,1900.0,0.0,
Junk Archer,Synchro Monster,7.0,Warrior,EARTH,2300.0,2000.0,
Wodan the Resident of the Forest,Effect Monster,3.0,Warrior,EARTH,900.0,1200.0,
Rhaimundos of the Red Sword,Normal Monster,4.0,Warrior,EARTH,1200.0,1300.0,
Junk Breaker,Effect Monster,4.0,Warrior,EARTH,1800.0,1000.0,
Mysterious Puppeteer,Effect Monster,4.0,Warrior,EARTH,1000.0,1500.0,
Cyber Tutubon,Effect Monster,5.0,Warrior,EARTH,1800.0,1600.0,
Wind-Up Warrior,Effect Monster,4.0,Warrior,EARTH,1200.0,1800.0,
The Six Samurai - Yariza,Effect Monster,3.0,Warrior,EARTH,1000.0,500.0,
Toon Goblin Attack Force,Toon Monster,4.0,Warrior,EARTH,2300.0,0.0,
Amazoness Paladin,Effect Monster,4.0,Warrior,EARTH,1700.0,300.0,
Card Blocker,Effect Monster,3.0,Warrior,EARTH,400.0,400.0,
