type,title,director,country,date_added,release_year,rating,duration,listed_in,latitude,longitude
Movie,Polar,Not Given,United States,1/25/2019,2019,TV-MA,119 min,"Action & Adventure, International Movies",37.0902,-95.7129
TV Show,Conversations with a Killer: The Ted Bundy Tapes,Not Given,United States,1/24/2019,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries",37.0902,-95.7129
Movie,Close,Not Given,United Kingdom,1/18/2019,2019,TV-MA,95 min,"Action & Adventure, International Movies",51.5099,-0.118
TV Show,Marvel's The Punisher,Not Given,United States,1/18/2019,2019,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Thrillers",37.0902,-95.7129
TV Show,The World's Most Extraordinary Homes,Not Given,United Kingdom,1/18/2019,2019,TV-G,3 Seasons,"British TV Shows, Docuseries, International TV Shows",51.5099,-0.118
Movie,Adhugo,Not Given,India,1/15/2019,2018,TV-14,105 min,"Comedies, Independent Movies, International Movies",20.5937,78.9629
TV Show,Lavender,Not Given,Taiwan,1/15/2019,2002,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",23.6978,120.9605
TV Show,La Grande Chaumière Violette,Not Given,Taiwan,1/14/2019,2016,TV-14,1 Season,"International TV Shows, TV Dramas",23.6978,120.9605
TV Show,Friends from College,Not Given,United States,1/11/2019,2019,TV-MA,2 Seasons,"Romantic TV Shows, TV Comedies",37.0902,-95.7129
TV Show,Hardy Bucks,Not Given,Ireland,1/11/2019,2018,TV-MA,4 Seasons,TV Comedies,53.1623,-8.1494
TV Show,Horrid Henry,Not Given,United Kingdom,1/11/2019,2019,TV-Y7,2 Seasons,"British TV Shows, Kids' TV, TV Comedies",51.5099,-0.118
TV Show,Pocoyo,Not Given,Spain,1/10/2019,2017,TV-Y,4 Seasons,"Kids' TV, Spanish-Language TV Shows",40.4637,-3.7492
TV Show,When Heroes Fly,Not Given,Israel,1/10/2019,2018,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",30.9813,34.8616
TV Show,A Series of Unfortunate Events,Not Given,United States,1/1/2019,2019,TV-PG,3 Seasons,"Kids' TV, TV Action & Adventure, TV Comedies",37.0902,-95.7129
TV Show,COMEDIANS of the world,Not Given,United States,1/1/2019,2019,TV-MA,13 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",37.0902,-95.7129
TV Show,The Paper,Not Given,Croatia,1/1/2019,2018,TV-MA,2 Seasons,"International TV Shows, TV Dramas",45.1148,14.8731
Movie,Gina Yashere: Skinny B*tch,Not Given,United Kingdom,12/31/2018,2008,TV-MA,58 min,Stand-Up Comedy,51.5099,-0.118
Movie,Secrets in the Hot Spring,Not Given,Taiwan,12/31/2018,2018,TV-14,108 min,"Comedies, Horror Movies, International Movies",23.6978,120.9605
Movie,Tim Allen: ReWires America,Not Given,United States,12/31/2018,1991,TV-MA,30 min,Stand-Up Comedy,37.0902,-95.7129
TV Show,In Family We Trust,Not Given,Thailand,12/29/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",15.4349,100.7513
Movie,Black Mirror: Bandersnatch,Not Given,United States,12/28/2018,2018,TV-MA,312 min,"Dramas, International Movies, Sci-Fi & Fantasy",37.0902,-95.7129
TV Show,Hashoter Hatov,Not Given,Israel,12/28/2018,2015,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",30.9813,34.8616
TV Show,Murder Mountain,Not Given,United States,12/28/2018,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries",37.0902,-95.7129
TV Show,Becoming Champions,Not Given,Mexico,8/1/2018,2018,TV-G,1 Season,"Docuseries, International TV Shows",23.6345,-102.5528
TV Show,Déjà Vu,Not Given,Pakistan,1/2/2019,2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",30.3753,69.3451
TV Show,Selection Day,Not Given,India,12/28/2018,2018,TV-14,1 Season,"International TV Shows, TV Dramas, Teen TV Shows",20.5937,78.9629
TV Show,Stand Up and Away! with Brian Regan,Not Given,United States,12/24/2018,2018,TV-PG,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",37.0902,-95.7129
TV Show,Way Back into Love,Not Given,Taiwan,12/24/2018,2011,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",23.6978,120.9605
TV Show,People Just Do Nothing,Not Given,United Kingdom,12/22/2018,2018,TV-MA,5 Seasons,"British TV Shows, TV Comedies",51.5099,-0.118
TV Show,7 Days Out,Not Given,United States,12/21/2018,2018,TV-PG,1 Season,Docuseries,37.0902,-95.7129
TV Show,Jojo's World,Not Given,Taiwan,12/21/2018,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",23.6978,120.9605
TV Show,LAST HOPE,Not Given,Japan,12/21/2018,2018,TV-14,2 Seasons,"Anime Series, International TV Shows",36.2048,138.2529
TV Show,Lion Pride,Not Given,Taiwan,12/21/2018,2017,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",23.6978,120.9605
TV Show,Love @ Seventeen,Not Given,Taiwan,12/21/2018,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",23.6978,120.9605
TV Show,Perfume,Not Given,Germany,12/21/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",51.1657,10.4515
TV Show,Sirius the Jaeger,Not Given,Japan,12/21/2018,2018,TV-MA,1 Season,"Anime Series, International TV Shows, TV Thrillers",36.2048,138.2529
TV Show,Wolf,Not Given,Turkey,12/21/2018,2018,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas",38.9637,35.2433
TV Show,Fate/stay night: Unlimited Blade Works,Not Given,Japan,12/20/2018,2015,TV-14,2 Seasons,"Anime Series, International TV Shows",36.2048,138.2529
TV Show,Ashes of Love,Not Given,China,12/16/2018,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",35.8617,104.1954
TV Show,DreamWorks Holiday Classics,Not Given,United States,12/16/2018,2011,TV-PG,1 Season,"Kids' TV, TV Comedies",37.0902,-95.7129
TV Show,Flowers,Not Given,United Kingdom,12/15/2018,2018,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",51.5099,-0.118
Movie,Once in a Lifetime Sessions with George Ezra,Not Given,United States,12/15/2018,2018,TV-MA,78 min,"Documentaries, Music & Musicals",37.0902,-95.7129
Movie,Once in a Lifetime Sessions with OneRepublic,Not Given,United States,12/15/2018,2018,TV-PG,73 min,"Documentaries, Music & Musicals",37.0902,-95.7129
TV Show,Demon's Path,Not Given,Pakistan,12/22/2018,2018,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",30.3753,69.3451
TV Show,Hymn of Death,Not Given,South Korea,12/14/2018,2018,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",35.9078,127.7669
TV Show,The Fix,Not Given,United States,12/14/2018,2018,TV-MA,1 Season,TV Comedies,37.0902,-95.7129
TV Show,The Innocent Man,Not Given,United States,12/14/2018,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries",37.0902,-95.7129
TV Show,Tidelands,Not Given,Australia,12/14/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",-25.2744,133.7751
TV Show,Travelers,Not Given,Canada,12/14/2018,2018,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",56.1304,-106.3468
TV Show,Voltron: Legendary Defender,Not Given,United States,12/14/2018,2018,TV-Y7,8 Seasons,Kids' TV,37.0902,-95.7129
TV Show,Back Street Girls -GOKUDOLS-,Not Given,Japan,12/12/2018,2018,TV-MA,1 Season,"Anime Series, International TV Shows",36.2048,138.2529
TV Show,Dogs of Berlin,Not Given,Germany,12/7/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",51.1657,10.4515
TV Show,Neo Yokio,Not Given,United States,12/7/2018,2018,TV-MA,2 Seasons,"TV Comedies, TV Sci-Fi & Fantasy, Teen TV Shows",37.0902,-95.7129
TV Show,The Sound of Your Heart: Reboot,Not Given,South Korea,12/3/2018,2018,TV-14,2 Seasons,"International TV Shows, Korean TV Shows, TV Comedies",35.9078,127.7669
TV Show,Memories of the Alhambra,Not Given,South Korea,12/2/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",35.9078,127.7669
Movie,Roll With Me,Not Given,United States,12/1/2018,2017,TV-MA,90 min,"Documentaries, Sports Movies",37.0902,-95.7129
TV Show,1983,Not Given,Poland,11/30/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",52.9623,18.7625
TV Show,Death by Magic,Not Given,United States,11/30/2018,2018,TV-PG,1 Season,Reality TV,37.0902,-95.7129
TV Show,Love and Fortune,Not Given,Japan,11/30/2018,2018,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",36.2048,138.2529
TV Show,Spy Kids: Mission Critical,Not Given,United States,11/30/2018,2018,TV-Y7,2 Seasons,Kids' TV,37.0902,-95.7129
TV Show,Bumping Mics with Jeff Ross & Dave Attell,Not Given,United States,11/27/2018,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",37.0902,-95.7129
TV Show,Minecraft: Story Mode,Not Given,United States,11/27/2018,2015,TV-PG,1 Season,Kids' TV,37.0902,-95.7129
TV Show,Frontier,Not Given,Canada,11/23/2018,2018,TV-MA,3 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas",56.1304,-106.3468
TV Show,Fugitiva,Not Given,Spain,11/23/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",40.4637,-3.7492
TV Show,Sick Note,Not Given,United Kingdom,11/23/2018,2018,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",51.5099,-0.118
TV Show,Mystery Science Theater 3000: The Return,Not Given,United States,11/22/2018,2018,TV-14,2 Seasons,"TV Comedies, TV Sci-Fi & Fantasy",37.0902,-95.7129
TV Show,The Final Table,Not Given,United States,11/20/2018,2018,TV-PG,1 Season,Reality TV,37.0902,-95.7129
TV Show,Eternal Love,Not Given,China,11/17/2018,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",35.8617,104.1954
TV Show,La Doña,Not Given,United States,11/17/2018,2016,TV-14,1 Season,"Spanish-Language TV Shows, TV Dramas",37.0902,-95.7129
TV Show,Silvana Sin Lana,Not Given,United States,11/17/2018,2016,TV-14,1 Season,"Romantic TV Shows, Spanish-Language TV Shows, TV Comedies",37.0902,-95.7129
TV Show,Ponysitters Club,Not Given,Canada,11/16/2018,2018,TV-G,2 Seasons,"Kids' TV, TV Dramas",56.1304,-106.3468
Movie,The Princess Switch,Not Given,United States,11/16/2018,2018,TV-G,102 min,"Children & Family Movies, Dramas, Romantic Movies",37.0902,-95.7129
TV Show,Vai Anitta,Not Given,Brazil,11/16/2018,2018,TV-MA,1 Season,"Docuseries, International TV Shows, Reality TV",-14.235,-51.9253
TV Show,Warrior,Not Given,Denmark,11/13/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",55.4926,10.0663
TV Show,Age of Tanks,Not Given,Germany,11/10/2018,2017,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",51.1657,10.4515
TV Show,Medal of Honor,Not Given,United States,11/9/2018,2018,TV-MA,1 Season,"Docuseries, TV Dramas",37.0902,-95.7129
TV Show,Super Drags,Not Given,Brazil,11/9/2018,2018,TV-MA,1 Season,"International TV Shows, TV Comedies",-14.235,-51.9253
TV Show,Baby Ballroom,Not Given,United Kingdom,7/10/2018,2018,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Reality TV",51.5099,-0.118
TV Show,The Queen of Flow,Not Given,Colombia,11/9/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",3.2807,-73.5052
TV Show,Treehouse Detectives,Not Given,South Korea,11/9/2018,2018,TV-Y,2 Seasons,"Kids' TV, TV Thrillers",35.9078,127.7669
TV Show,Westside,Not Given,United States,11/9/2018,2018,TV-MA,1 Season,Reality TV,37.0902,-95.7129
TV Show,Transfers,Not Given,France,11/8/2018,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Sci-Fi & Fantasy",46.6035,1.8883
TV Show,Damnation,Not Given,United States,11/7/2018,2017,TV-MA,1 Season,"Crime TV Shows, TV Dramas",37.0902,-95.7129
Movie,John Leguizamo's Latin History for Morons,Not Given,United States,11/5/2018,2018,TV-MA,90 min,Stand-Up Comedy,37.0902,-95.7129
TV Show,Kopitiam,Not Given,Malaysia,11/3/2018,2003,TV-14,7 Seasons,"International TV Shows, TV Comedies",5.2503,101.9543
TV Show,Creators,Not Given,Argentina,11/1/2018,2015,TV-Y,2 Seasons,"Kids' TV, Spanish-Language TV Shows",-35.2982,-65.1078
TV Show,Follow This,Not Given,United States,11/1/2018,2018,TV-MA,3 Seasons,Docuseries,37.0902,-95.7129
TV Show,Empire Games,Not Given,Czech Republic,10/5/2018,2018,TV-14,1 Season,Docuseries,49.6417,14.8823
Movie,Yeh Hai Bakrapur,Not Given,India,11/1/2018,2014,TV-PG,95 min,"Comedies, Dramas, Independent Movies",20.5937,78.9629
TV Show,Fate/EXTRA Last Encore,Not Given,Japan,10/30/2018,2018,TV-MA,2 Seasons,"Anime Series, International TV Shows",36.2048,138.2529
Movie,Santo Cachón,Not Given,Colombia,10/26/2018,2018,TV-14,87 min,"Comedies, International Movies, Romantic Movies",3.2807,-73.5052
TV Show,Terrorism Close Calls,Not Given,United States,10/26/2018,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",37.0902,-95.7129
TV Show,DreamWorks Spooky Stories,Not Given,United States,10/25/2018,2009,TV-PG,1 Season,"Kids' TV, TV Comedies",37.0902,-95.7129
TV Show,Great News,Not Given,United States,10/25/2018,2017,TV-14,2 Seasons,TV Comedies,37.0902,-95.7129
TV Show,Here to Heart,Not Given,China,10/23/2018,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",35.8617,104.1954
TV Show,The Hollywood Masters,Not Given,United States,10/23/2018,2017,TV-MA,3 Seasons,Stand-Up Comedy & Talk Shows,37.0902,-95.7129
TV Show,Accidentally in Love,Not Given,China,10/19/2018,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",35.8617,104.1954
TV Show,Ask the Doctor,Not Given,Australia,10/19/2018,2017,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",-25.2744,133.7751
TV Show,Brainchild,Not Given,Pakistan,11/2/2018,2018,TV-G,1 Season,Kids' TV,30.3753,69.3451
TV Show,Best.Worst.Weekend.Ever.,Not Given,United States,10/19/2018,2018,TV-PG,1 Season,"Kids' TV, TV Comedies",37.0902,-95.7129
TV Show,Making a Murderer,Not Given,United States,10/19/2018,2018,TV-14,2 Seasons,"Crime TV Shows, Docuseries",37.0902,-95.7129
TV Show,Marvel's Daredevil,Not Given,United States,10/19/2018,2018,TV-MA,3 Seasons,"Crime TV Shows, TV Action & Adventure",37.0902,-95.7129
TV Show,Project S The Series,Not Given,Thailand,10/19/2018,2017,TV-MA,4 Seasons,"International TV Shows, TV Dramas, Teen TV Shows",15.4349,100.7513
TV Show,Wanderlust,Not Given,United Kingdom,10/19/2018,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows",51.5099,-0.118
TV Show,My Babysitter's a Vampire,Not Given,Canada,10/17/2018,2012,TV-PG,2 Seasons,"Kids' TV, TV Comedies",56.1304,-106.3468
TV Show,Rake,Not Given,Australia,10/16/2018,2018,TV-MA,5 Seasons,"Crime TV Shows, International TV Shows, TV Comedies",-25.2744,133.7751
TV Show,Stunt Science,Not Given,United Kingdom,10/15/2018,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Reality TV",51.5099,-0.118
TV Show,The Curious Creations of Christine McConnell,Not Given,United States,10/12/2018,2018,TV-PG,1 Season,"TV Comedies, TV Mysteries",37.0902,-95.7129
TV Show,The Haunting of Hill House,Not Given,United States,10/12/2018,2018,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries",37.0902,-95.7129
TV Show,Blood Pact,Not Given,Brazil,10/10/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",-14.235,-51.9253
TV Show,Sofia the First,Not Given,United States,10/8/2018,2017,TV-Y,4 Seasons,Kids' TV,37.0902,-95.7129
TV Show,LOST SONG,Not Given,Japan,10/5/2018,2018,TV-14,1 Season,"Anime Series, International TV Shows",36.2048,138.2529
Movie,Derren Brown: Sacrifice,Not Given,Pakistan,10/19/2018,2018,TV-MA,50 min,Movies,30.3753,69.3451
TV Show,YG Future Strategy Office,Not Given,South Korea,10/5/2018,2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Comedies",35.9078,127.7669
TV Show,Monty Python Best Bits (mostly),Not Given,United Kingdom,10/2/2018,2014,TV-MA,1 Season,"British TV Shows, Docuseries, TV Comedies",51.5099,-0.118
Movie,Monty Python: Live at Aspen,Not Given,United States,10/2/2018,1998,TV-MA,58 min,"Comedies, Documentaries",37.0902,-95.7129
TV Show,Monty Python's Almost the Truth,Not Given,United Kingdom,10/2/2018,2009,TV-MA,1 Season,"British TV Shows, Docuseries",51.5099,-0.118
TV Show,Monty Python's Fliegender Zirkus,Not Given,United Kingdom,10/2/2018,1972,TV-MA,1 Season,"International TV Shows, TV Comedies",51.5099,-0.118
TV Show,Monty Python's Flying Circus,Not Given,United Kingdom,10/2/2018,1974,TV-14,4 Seasons,"British TV Shows, Classic & Cult TV, International TV Shows",51.5099,-0.118
TV Show,Monty Python's Personal Best,Not Given,United States,10/2/2018,2005,TV-MA,1 Season,"British TV Shows, TV Comedies",37.0902,-95.7129
TV Show,Strong,Not Given,United States,10/1/2018,2016,TV-14,1 Season,Reality TV,37.0902,-95.7129
TV Show,Three Wives One Husband,Not Given,United Kingdom,10/1/2018,2018,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV",51.5099,-0.118
TV Show,The Good Cop,Not Given,United States,9/21/2018,2018,TV-14,1 Season,"Crime TV Shows, TV Comedies, TV Dramas",37.0902,-95.7129
TV Show,Made in Mexico,Not Given,United States,9/28/2018,2018,TV-MA,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows",37.0902,-95.7129
TV Show,Reboot: The Guardian Code,Not Given,Canada,9/28/2018,2018,TV-Y7,2 Seasons,Kids' TV,56.1304,-106.3468
TV Show,Skylanders Academy,Not Given,South Korea,9/28/2018,2018,TV-Y7,3 Seasons,"Kids' TV, TV Comedies",35.9078,127.7669
TV Show,DRAGON PILOT: Hisone & Masotan,Not Given,Japan,9/21/2018,2018,TV-14,1 Season,"Anime Series, International TV Shows",36.2048,138.2529
TV Show,Maniac,Not Given,United States,9/21/2018,2018,TV-MA,1 Season,"TV Comedies, TV Dramas, TV Mysteries",37.0902,-95.7129
Movie,Rafinha Bastos: Ultimatum,Not Given,Brazil,9/21/2018,2018,TV-MA,63 min,Stand-Up Comedy,-14.235,-51.9253
TV Show,Mobile Suit Gundam UC,Not Given,Japan,9/20/2018,2014,TV-PG,1 Season,"Anime Series, International TV Shows",36.2048,138.2529
Movie,Super Monsters Save Halloween,Not Given,Pakistan,10/5/2018,2018,TV-Y,25 min,Children & Family Movies,30.3753,69.3451
TV Show,Transformers: Rescue Bots,Not Given,Canada,9/19/2018,2016,TV-Y7,1 Season,Kids' TV,56.1304,-106.3468
TV Show,Al Hayba,Not Given,Lebanon,9/15/2018,2017,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",34.0806,35.8634
TV Show,American Vandal,Not Given,United States,9/14/2018,2018,TV-MA,2 Seasons,"Crime TV Shows, TV Comedies, Teen TV Shows",37.0902,-95.7129
TV Show,Ingobernable,Not Given,Mexico,9/14/2018,2018,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",23.6345,-102.5528
TV Show,Norm Macdonald Has a Show,Not Given,United States,9/14/2018,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",37.0902,-95.7129
TV Show,The Rise of Phoenixes,Not Given,China,9/14/2018,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Action & Adventure",35.8617,104.1954
Movie,Reversing Roe,Not Given,United States,9/13/2018,2018,TV-14,100 min,Documentaries,37.0902,-95.7129
TV Show,Life,Not Given,South Korea,9/12/2018,2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",35.9078,127.7669
TV Show,Daniel Sloss: Live Shows,Not Given,United States,9/11/2018,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",37.0902,-95.7129
TV Show,Transformers Prime,Not Given,United States,9/8/2018,2013,TV-Y7,1 Season,Kids' TV,37.0902,-95.7129
TV Show,Transformers: Robots in Disguise,Not Given,United States,9/8/2018,2016,TV-Y7,1 Season,Kids' TV,37.0902,-95.7129
TV Show,Marvel's Iron Fist,Not Given,United States,9/7/2018,2018,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",37.0902,-95.7129
TV Show,Stretch Armstrong & the Flex Fighters,Not Given,United States,9/7/2018,2018,TV-Y7,2 Seasons,Kids' TV,37.0902,-95.7129
TV Show,Monkey Twins,Not Given,Thailand,9/2/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",15.4349,100.7513
TV Show,Quantico,Not Given,United States,9/2/2018,2018,TV-14,3 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",37.0902,-95.7129
TV Show,Boca Juniors Confidential,Not Given,Pakistan,9/14/2018,2018,TV-PG,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",30.3753,69.3451
TV Show,Sisters,Not Given,Australia,9/1/2018,2018,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",-25.2744,133.7751
TV Show,Cathedral of the Sea,Not Given,Spain,8/31/2018,2017,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",40.4637,-3.7492
TV Show,Inside the Criminal Mind,Not Given,United States,8/31/2018,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",37.0902,-95.7129
TV Show,The Comedy Lineup,Not Given,United States,8/31/2018,2018,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",37.0902,-95.7129
TV Show,Ultimate Beastmaster,Not Given,United States,8/31/2018,2018,TV-PG,3 Seasons,Reality TV,37.0902,-95.7129
TV Show,Undercover Law,Not Given,Colombia,8/31/2018,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",3.2807,-73.5052
TV Show,Chicken Soup for the Soul's Being Dad,Not Given,United States,8/27/2018,2018,TV-MA,1 Season,Docuseries,37.0902,-95.7129
TV Show,The Innocents,Not Given,United Kingdom,8/24/2018,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows",51.5099,-0.118
Movie,Party Monster: Scratching the Surface,Not Given,United States,8/17/2018,2018,TV-14,33 min,Comedies,37.0902,-95.7129
TV Show,Stay Here,Not Given,United States,8/17/2018,2018,TV-PG,1 Season,Reality TV,37.0902,-95.7129
TV Show,72 Dangerous Animals: Asia,Not Given,Australia,8/10/2018,2018,TV-14,1 Season,"Docuseries, International TV Shows, Science & Nature TV",-25.2744,133.7751
TV Show,Afflicted,Not Given,United States,8/10/2018,2018,TV-MA,1 Season,"Docuseries, Reality TV, Science & Nature TV",37.0902,-95.7129
TV Show,All About the Washingtons,Not Given,United States,8/10/2018,2018,TV-PG,1 Season,TV Comedies,37.0902,-95.7129
TV Show,The Originals,Not Given,United States,8/9/2018,2018,TV-14,5 Seasons,"TV Dramas, TV Horror, TV Mysteries",37.0902,-95.7129
TV Show,On Children,Not Given,Taiwan,8/5/2018,2018,TV-14,1 Season,"International TV Shows, TV Dramas, TV Mysteries",23.6978,120.9605
TV Show,Cocaine Coast,Not Given,Spain,8/3/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",40.4637,-3.7492
TV Show,Ultimate Beastmaster México,Not Given,Pakistan,8/31/2018,2018,TV-PG,3 Seasons,"Reality TV, Spanish-Language TV Shows",30.3753,69.3451
TV Show,Switched,Not Given,Japan,8/1/2018,2018,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",36.2048,138.2529
TV Show,The Could’ve-Gone-All-the-Way Committee,Not Given,Japan,8/1/2018,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",36.2048,138.2529
TV Show,A Very Secret Service,Not Given,France,7/30/2018,2018,TV-MA,2 Seasons,"International TV Shows, TV Comedies",46.6035,1.8883
TV Show,SWORDGAI The Animation,Not Given,Japan,7/30/2018,2018,TV-MA,2 Seasons,"Anime Series, International TV Shows",36.2048,138.2529
TV Show,Kath and Kim,Not Given,Australia,7/28/2018,2007,TV-MA,6 Seasons,TV Comedies,-25.2744,133.7751
TV Show,El Chapo,Not Given,Mexico,7/27/2018,2018,TV-MA,3 Seasons,"Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure",23.6345,-102.5528
TV Show,Smoking,Not Given,Japan,7/27/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",36.2048,138.2529
TV Show,Welcome to the Family,Not Given,Spain,7/27/2018,2018,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",40.4637,-3.7492
TV Show,Amazing Interiors,Not Given,United Kingdom,7/20/2018,2018,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV",51.5099,-0.118
TV Show,Dark Tourist,Not Given,New Zealand,7/20/2018,2018,TV-MA,1 Season,"Docuseries, International TV Shows",-43.0015,172.7563
Movie,Father of the Year,Not Given,United States,7/20/2018,2018,TV-MA,95 min,Comedies,37.0902,-95.7129
TV Show,Home: Adventures with Tip & Oh,Not Given,United States,7/20/2018,2018,TV-Y7,4 Seasons,"Kids' TV, TV Comedies",37.0902,-95.7129
TV Show,Jimmy: The True Story of a True Idiot,Not Given,Japan,7/20/2018,2018,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",36.2048,138.2529
TV Show,Luna Petunia: Return to Amazia,Not Given,Canada,7/20/2018,2018,TV-Y,2 Seasons,Kids' TV,56.1304,-106.3468
Movie,El club de los buenos infieles,Not Given,Spain,7/19/2018,2018,TV-MA,85 min,"Comedies, International Movies",40.4637,-3.7492
TV Show,The Joel McHale Show with Joel McHale,Not Given,United States,7/15/2018,2018,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",37.0902,-95.7129
TV Show,Meteor Garden,Not Given,China,7/14/2018,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",35.8617,104.1954
TV Show,Mossad 101,Not Given,Israel,7/11/2018,2017,TV-MA,2 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas",30.9813,34.8616
TV Show,Drug Lords,Not Given,United States,7/10/2018,2018,TV-MA,2 Seasons,"Crime TV Shows, Docuseries",37.0902,-95.7129
TV Show,First Team: Juventus,Not Given,United States,7/6/2018,2018,TV-PG,2 Seasons,"Docuseries, International TV Shows",37.0902,-95.7129
TV Show,Borges,Not Given,Brazil,6/25/2018,2018,TV-MA,1 Season,"International TV Shows, TV Comedies",-14.235,-51.9253
TV Show,NCIS,Not Given,United States,7/1/2018,2017,TV-14,15 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",37.0902,-95.7129
TV Show,Somewhere Between,Not Given,United States,6/30/2018,2017,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",37.0902,-95.7129
